ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,PRODUCTLINE,MSRP,PRODUCTCODE,COUNTRY,DEALSIZE
10380,34,101.23,3,3441.82,16-02-2020,Classic Cars,73,S24_1046,Spain,Medium
10407,26,76.43,8,1987.18,22-04-2020,Classic Cars,73,S24_1046,USA,Small
10420,60,64.67,11,3880.2,29-05-2020,Classic Cars,73,S24_1046,Australia,Medium
10104,35,55.49,6,1942.15,31-01-2018,Classic Cars,57,S24_1444,Spain,Small
10115,47,69.36,2,3259.92,04-04-2018,Classic Cars,57,S24_1444,USA,Medium
10127,20,60.69,8,1213.8,03-06-2018,Classic Cars,57,S24_1444,USA,Small
10141,20,54.33,2,1086.6,01-08-2018,Classic Cars,57,S24_1444,Finland,Small
10152,25,65.31,4,1632.75,25-09-2018,Classic Cars,57,S24_1444,Australia,Small
10165,25,69.36,9,1734,22-10-2018,Classic Cars,57,S24_1444,Singapore,Small
10176,27,68.78,8,1857.06,06-11-2018,Classic Cars,57,S24_1444,Italy,Small
10184,31,60.11,3,1863.41,14-11-2018,Classic Cars,57,S24_1444,Spain,Small
10195,44,66.47,3,2924.68,25-11-2018,Classic Cars,57,S24_1444,USA,Small
10207,49,46.82,4,2294.18,09-12-2018,Classic Cars,57,S24_1444,USA,Small
10220,26,56.07,8,1457.82,12-02-2019,Classic Cars,57,S24_1444,Ireland,Small
10230,36,54.33,6,1955.88,15-03-2019,Classic Cars,57,S24_1444,Germany,Small
10246,44,52.6,2,2314.4,05-05-2019,Classic Cars,57,S24_1444,Spain,Small
10259,28,46.82,1,1310.96,15-06-2019,Classic Cars,57,S24_1444,Singapore,Small
10271,45,64.74,2,2913.3,20-07-2019,Classic Cars,57,S24_1444,USA,Small
10282,29,46.82,11,1357.78,20-08-2019,Classic Cars,57,S24_1444,USA,Small
10292,40,53.75,5,2150,08-09-2019,Classic Cars,57,S24_1444,USA,Small
10305,45,61.85,2,2783.25,13-10-2019,Classic Cars,57,S24_1444,USA,Small
10314,44,53.18,11,2339.92,22-10-2019,Classic Cars,57,S24_1444,Denmark,Small
10324,25,69.16,14,1729,05-11-2019,Classic Cars,57,S24_1444,USA,Small
10336,45,132.72,4,5972.4,20-11-2019,Classic Cars,57,S24_1444,France,Medium
10349,48,47.4,4,2275.2,01-12-2019,Classic Cars,57,S24_1444,USA,Small
10358,44,60.76,14,2673.44,10-12-2019,Classic Cars,57,S24_1444,Spain,Small
10371,25,97.27,12,2431.75,23-01-2020,Classic Cars,57,S24_1444,USA,Small
10383,22,91.76,2,2018.72,22-02-2020,Classic Cars,57,S24_1444,Spain,Small
10394,31,50.29,2,1558.99,15-03-2020,Classic Cars,57,S24_1444,Spain,Small
10412,21,52.6,2,1104.6,03-05-2020,Classic Cars,57,S24_1444,Spain,Small
10425,55,46.82,1,2575.1,31-05-2020,Classic Cars,57,S24_1444,France,Small
10107,25,113.83,3,2845.75,24-02-2018,Motorcycles,112,S24_1578,USA,Small
10120,35,98.05,1,3431.75,29-04-2018,Motorcycles,112,S24_1578,Australia,Medium
10134,35,93.54,3,3273.9,01-07-2018,Motorcycles,112,S24_1578,France,Medium
10145,43,95.8,7,4119.4,25-08-2018,Motorcycles,112,S24_1578,USA,Medium
10168,50,114.95,2,5747.5,28-10-2018,Motorcycles,112,S24_1578,USA,Medium
10180,48,111.57,10,5355.36,11-11-2018,Motorcycles,112,S24_1578,France,Medium
10188,25,101.43,2,2535.75,18-11-2018,Motorcycles,112,S24_1578,Norway,Small
10211,25,90.16,15,2254,15-01-2019,Motorcycles,112,S24_1578,France,Small
10223,32,91.29,2,2921.28,20-02-2019,Motorcycles,112,S24_1578,Australia,Small
10237,20,114.95,8,2299,05-04-2019,Motorcycles,112,S24_1578,USA,Small
10251,26,101.43,3,2637.18,18-05-2019,Motorcycles,112,S24_1578,USA,Small
10263,42,102.56,3,4307.52,28-06-2019,Motorcycles,112,S24_1578,USA,Medium
10275,21,102.56,2,2153.76,23-07-2019,Motorcycles,112,S24_1578,France,Small
10285,34,109.32,7,3716.88,27-08-2019,Motorcycles,112,S24_1578,USA,Medium
10299,47,116.08,10,5455.76,30-09-2019,Motorcycles,112,S24_1578,Finland,Medium
10309,21,126.22,6,2650.62,15-10-2019,Motorcycles,112,S24_1578,Norway,Small
10318,48,134.11,2,6437.28,02-11-2019,Motorcycles,112,S24_1578,USA,Medium
10329,30,87.78,7,2633.4,15-11-2019,Motorcycles,112,S24_1578,USA,Small
10339,27,84.39,10,2278.53,23-11-2019,Motorcycles,112,S24_1578,Japan,Small
10362,50,96.92,2,4846,05-01-2020,Motorcycles,112,S24_1578,USA,Medium
10374,38,110.45,6,4197.1,02-02-2020,Motorcycles,112,S24_1578,Australia,Medium
10389,45,102.17,1,4597.65,03-03-2020,Motorcycles,112,S24_1578,Sweden,Medium
10403,46,114.95,8,5287.7,08-04-2020,Motorcycles,112,S24_1578,UK,Medium
10417,35,101.43,3,3550.05,13-05-2020,Motorcycles,112,S24_1578,Spain,Medium
10110,29,59.37,15,1721.73,18-03-2018,Classic Cars,50,S24_1628,UK,Small
10123,50,59.87,1,2993.5,20-05-2018,Classic Cars,50,S24_1628,France,Small
10137,26,49.81,1,1295.06,10-07-2018,Classic Cars,50,S24_1628,France,Small
10148,47,56.85,8,2671.95,11-09-2018,Classic Cars,50,S24_1628,Australia,Small
10161,23,53.33,7,1226.59,17-10-2018,Classic Cars,50,S24_1628,Denmark,Small
10172,34,42.76,5,1453.84,05-11-2018,Classic Cars,50,S24_1628,USA,Small
10181,34,53.83,1,1830.22,12-11-2018,Classic Cars,50,S24_1628,Norway,Small
10192,47,53.83,6,2530.01,20-11-2018,Classic Cars,50,S24_1628,USA,Small
10204,45,49.81,12,2241.45,02-12-2018,Classic Cars,50,S24_1628,USA,Small
10212,45,53.33,5,2399.85,16-01-2019,Classic Cars,50,S24_1628,Spain,Small
10226,36,43.27,3,1557.72,26-02-2019,Classic Cars,50,S24_1628,USA,Small
10241,21,40.25,10,845.25,13-04-2019,Classic Cars,50,S24_1628,France,Small
10266,28,48.3,1,1352.4,06-07-2019,Classic Cars,50,S24_1628,Italy,Small
10278,35,45.28,1,1584.8,06-08-2019,Classic Cars,50,S24_1628,USA,Small
10288,50,52.32,13,2616,01-09-2019,Classic Cars,50,S24_1628,Singapore,Small
10301,22,51.32,3,1129.04,05-10-2018,Classic Cars,50,S24_1628,Norway,Small
10311,45,49.3,8,2218.5,16-10-2019,Classic Cars,50,S24_1628,Spain,Small
10321,48,42.26,5,2028.48,04-11-2019,Classic Cars,50,S24_1628,USA,Small
10332,20,87.96,5,1759.2,17-11-2019,Classic Cars,50,S24_1628,UK,Small
10343,27,36.21,6,977.67,24-11-2019,Classic Cars,50,S24_1628,France,Small
10367,38,38.5,11,1463,12-01-2020,Classic Cars,50,S24_1628,USA,Small
10379,32,124.08,3,3970.56,10-02-2020,Classic Cars,50,S24_1628,Spain,Medium
10407,64,40.25,10,2576,22-04-2020,Classic Cars,50,S24_1628,USA,Small
10420,37,60.37,13,2233.69,29-05-2020,Classic Cars,50,S24_1628,Australia,Small
10106,28,88.63,4,2481.64,17-02-2018,Planes,109,S24_1785,Italy,Small
10120,39,119.27,10,4651.53,29-04-2018,Planes,109,S24_1785,Australia,Medium
10133,41,94.1,5,3858.1,27-06-2018,Planes,109,S24_1785,Spain,Medium
10145,40,87.54,16,3501.6,25-08-2018,Planes,109,S24_1785,USA,Medium
10168,49,131.3,11,6433.7,28-10-2018,Planes,109,S24_1785,USA,Medium
10210,27,98.48,9,2658.96,12-01-2019,Planes,109,S24_1785,Japan,Small
10223,34,106.14,11,3608.76,20-02-2019,Planes,109,S24_1785,Australia,Medium
10235,23,96.29,5,2214.67,02-04-2019,Planes,109,S24_1785,Canada,Small
10250,31,88.63,6,2747.53,11-05-2019,Planes,109,S24_1785,USA,Small
10262,34,97.38,1,3310.92,24-06-2019,Planes,109,S24_1785,Spain,Medium
10275,25,95.2,11,2380,23-07-2019,Planes,109,S24_1785,France,Small
10284,22,105.04,3,2310.88,21-08-2019,Planes,109,S24_1785,Norway,Small
10297,32,126.93,6,4061.76,16-09-2019,Planes,109,S24_1785,Ireland,Medium
10308,31,112.7,9,3493.7,15-10-2019,Planes,109,S24_1785,USA,Medium
10316,25,114.89,1,2872.25,01-11-2019,Planes,109,S24_1785,UK,Small
10328,47,87.54,14,4114.38,12-11-2019,Planes,109,S24_1785,Italy,Medium
10339,21,50.65,7,1063.65,23-11-2019,Planes,109,S24_1785,Japan,Small
10353,28,71.73,2,2008.44,04-12-2019,Planes,109,S24_1785,USA,Small
10374,46,94.1,3,4328.6,02-02-2020,Planes,109,S24_1785,Australia,Medium
10386,33,41.71,11,1376.43,01-03-2020,Planes,109,S24_1785,Spain,Small
10398,43,129.12,16,5552.16,30-03-2020,Planes,109,S24_1785,France,Medium
10401,38,96.29,5,3659.02,03-04-2020,Planes,109,S24_1785,USA,Medium
10416,47,88.63,6,4165.61,10-05-2020,Planes,109,S24_1785,Italy,Medium
10101,45,31.2,3,1404,09-01-2018,Vintage Cars,33,S24_1937,Germany,Small
10110,20,35.51,3,710.2,18-03-2018,Vintage Cars,33,S24_1937,UK,Small
10124,45,37.84,2,1702.8,21-05-2018,Vintage Cars,33,S24_1937,USA,Small
10149,36,33.19,7,1194.84,12-09-2018,Vintage Cars,33,S24_1937,USA,Small
10173,31,31.53,9,977.43,05-11-2018,Vintage Cars,33,S24_1937,Italy,Small
10182,39,36.84,6,1436.76,12-11-2018,Vintage Cars,33,S24_1937,USA,Small
10193,26,29.21,10,759.46,21-11-2018,Vintage Cars,33,S24_1937,Australia,Small
10205,32,37.17,5,1189.44,03-12-2018,Vintage Cars,33,S24_1937,Spain,Small
10214,20,34.19,3,683.8,26-01-2019,Vintage Cars,33,S24_1937,Spain,Small
10227,42,29.21,6,1226.82,02-03-2019,Vintage Cars,33,S24_1937,France,Small
10243,33,29.54,1,974.82,26-04-2019,Vintage Cars,33,S24_1937,USA,Small
10280,20,28.88,12,577.6,17-08-2019,Vintage Cars,33,S24_1937,Italy,Small
10288,29,38.17,1,1106.93,01-09-2019,Vintage Cars,33,S24_1937,Singapore,Small
10304,23,30.2,16,694.6,11-10-2019,Vintage Cars,33,S24_1937,France,Small
10312,39,29.54,13,1152.06,21-10-2019,Vintage Cars,33,S24_1937,USA,Small
10322,20,131.2,3,2624,04-11-2019,Vintage Cars,33,S24_1937,USA,Small
10332,45,81.91,6,3685.95,17-11-2019,Vintage Cars,33,S24_1937,UK,Medium
10344,20,35.18,6,703.6,25-11-2019,Vintage Cars,33,S24_1937,France,Small
10356,48,202.5,5,9720,09-12-2019,Vintage Cars,33,S24_1937,France,Large
10367,23,36.29,13,834.67,12-01-2020,Vintage Cars,33,S24_1937,USA,Small
10380,32,70.56,4,2257.92,16-02-2020,Vintage Cars,33,S24_1937,Spain,Small
10391,33,252.87,8,8344.71,09-03-2020,Vintage Cars,33,S24_1937,Australia,Large
10409,61,29.54,1,1801.94,23-04-2020,Vintage Cars,33,S24_1937,Singapore,Small
10420,45,26.88,1,1209.6,29-05-2020,Vintage Cars,33,S24_1937,Australia,Small
10107,38,83.03,7,3155.14,24-02-2018,Motorcycles,76,S24_2000,USA,Medium
10120,34,83.79,5,2848.86,29-04-2018,Motorcycles,76,S24_2000,Australia,Small
10134,43,83.03,7,3570.29,01-07-2018,Motorcycles,76,S24_2000,France,Medium
10145,47,83.03,11,3902.41,25-08-2018,Motorcycles,76,S24_2000,USA,Medium
10158,22,67.03,1,1474.66,10-10-2018,Motorcycles,76,S24_2000,Norway,Small
10168,29,75.41,6,2186.89,28-10-2018,Motorcycles,76,S24_2000,USA,Small
10180,28,68.55,14,1919.4,11-11-2018,Motorcycles,76,S24_2000,France,Small
10188,40,91.4,6,3656,18-11-2018,Motorcycles,76,S24_2000,Norway,Medium
10210,30,61.7,4,1851,12-01-2019,Motorcycles,76,S24_2000,Japan,Small
10223,38,69.31,6,2633.78,20-02-2019,Motorcycles,76,S24_2000,Australia,Small
10236,36,87.6,3,3153.6,03-04-2019,Motorcycles,76,S24_2000,USA,Medium
10250,32,87.6,1,2803.2,11-05-2019,Motorcycles,76,S24_2000,USA,Small
10263,37,62.46,7,2311.02,28-06-2019,Motorcycles,76,S24_2000,USA,Small
10275,30,79.98,6,2399.4,23-07-2019,Motorcycles,76,S24_2000,France,Small
10285,39,70.08,11,2733.12,27-08-2019,Motorcycles,76,S24_2000,USA,Small
10297,32,65.51,1,2096.32,16-09-2019,Motorcycles,76,S24_2000,Ireland,Small
10308,47,63.22,4,2971.34,15-10-2019,Motorcycles,76,S24_2000,USA,Small
10318,26,86.83,6,2257.58,02-11-2019,Motorcycles,76,S24_2000,USA,Small
10329,37,94.43,4,3493.91,15-11-2019,Motorcycles,76,S24_2000,USA,Medium
10340,55,79.98,8,4398.9,24-11-2019,Motorcycles,76,S24_2000,Spain,Medium
10363,21,171.22,8,3595.62,06-01-2020,Motorcycles,76,S24_2000,Finland,Medium
10375,23,106.23,9,2443.29,03-02-2020,Motorcycles,76,S24_2000,France,Small
10389,49,81.4,2,3988.6,03-03-2020,Motorcycles,76,S24_2000,Sweden,Medium
10402,59,87.6,3,5168.4,07-04-2020,Motorcycles,76,S24_2000,France,Medium
10416,32,87.6,1,2803.2,10-05-2020,Motorcycles,76,S24_2000,Italy,Small
10105,43,147.47,9,6341.21,11-02-2018,Ships,122,S24_2011,Denmark,Medium
10117,41,126.58,3,5189.78,16-04-2018,Ships,122,S24_2011,Singapore,Medium
10129,45,133.95,9,6027.75,12-06-2018,Ships,122,S24_2011,UK,Medium
10142,33,102,6,3366,08-08-2018,Ships,122,S24_2011,USA,Medium
10153,40,136.41,5,5456.4,28-09-2018,Ships,122,S24_2011,Spain,Medium
10167,33,115.52,16,3812.16,23-10-2018,Ships,122,S24_2011,Sweden,Medium
10177,50,121.66,7,6083,07-11-2018,Ships,122,S24_2011,Spain,Medium
10185,30,105.69,7,3170.7,14-11-2018,Ships,122,S24_2011,USA,Medium
10197,41,110.6,13,4534.6,26-11-2018,Ships,122,S24_2011,Spain,Medium
10208,35,122.89,7,4301.15,02-01-2019,Ships,122,S24_2011,France,Medium
10221,49,138.87,1,6804.63,18-02-2019,Ships,122,S24_2011,Belgium,Medium
10232,46,122.89,4,5652.94,20-03-2019,Ships,122,S24_2011,UK,Medium
10248,48,145.01,10,6960.48,07-05-2019,Ships,122,S24_2011,USA,Medium
10261,36,125.35,8,4512.6,17-06-2019,Ships,122,S24_2011,Canada,Medium
10273,22,126.58,11,2784.76,21-07-2019,Ships,122,S24_2011,Belgium,Small
10283,42,126.58,13,5316.36,20-08-2019,Ships,122,S24_2011,Canada,Medium
10293,21,140.09,2,2941.89,09-09-2019,Ships,122,S24_2011,Italy,Small
10306,29,110.6,7,3207.4,14-10-2019,Ships,122,S24_2011,UK,Medium
10315,35,120.43,6,4215.05,29-10-2019,Ships,122,S24_2011,France,Medium
10326,41,105.69,4,4333.29,09-11-2019,Ships,122,S24_2011,Sweden,Medium
10337,29,71.97,4,2087.13,21-11-2019,Ships,122,S24_2011,USA,Small
10350,34,50.33,7,1711.22,02-12-2019,Ships,122,S24_2011,Spain,Small
10372,37,105.69,8,3910.53,26-01-2020,Ships,122,S24_2011,Japan,Medium
10396,49,116.75,6,5720.75,23-03-2020,Ships,122,S24_2011,USA,Medium
10414,23,145.01,10,3335.23,06-05-2020,Ships,122,S24_2011,USA,Medium
10101,46,53.76,2,2472.96,09-01-2018,Vintage Cars,44,S24_2022,Germany,Small
10110,39,44.35,2,1729.65,18-03-2018,Vintage Cars,44,S24_2022,UK,Small
10124,22,45.25,1,995.5,21-05-2018,Vintage Cars,44,S24_2022,USA,Small
10149,49,49.28,6,2414.72,12-09-2018,Vintage Cars,44,S24_2022,USA,Small
10173,27,41.22,8,1112.94,05-11-2018,Vintage Cars,44,S24_2022,Italy,Small
10182,31,36.74,5,1138.94,12-11-2018,Vintage Cars,44,S24_2022,USA,Small
10193,20,50.62,9,1012.4,21-11-2018,Vintage Cars,44,S24_2022,Australia,Small
10205,24,38.08,4,913.92,03-12-2018,Vintage Cars,44,S24_2022,Spain,Small
10214,49,47.94,2,2349.06,26-01-2019,Vintage Cars,44,S24_2022,Spain,Small
10227,24,48.38,5,1161.12,02-03-2019,Vintage Cars,44,S24_2022,France,Small
10244,39,45.25,9,1764.75,29-04-2019,Vintage Cars,44,S24_2022,Spain,Small
10255,37,45.7,2,1690.9,04-06-2019,Vintage Cars,44,S24_2022,France,Small
10280,45,47.49,11,2137.05,17-08-2019,Vintage Cars,44,S24_2022,Italy,Small
10289,45,48.38,4,2177.1,03-09-2019,Vintage Cars,44,S24_2022,Norway,Small
10304,44,39.42,15,1734.48,11-10-2019,Vintage Cars,44,S24_2022,France,Small
10312,23,37.63,12,865.49,21-10-2019,Vintage Cars,44,S24_2022,USA,Small
10322,30,116.67,4,3500.1,04-11-2019,Vintage Cars,44,S24_2022,USA,Medium
10332,26,85.52,10,2223.52,17-11-2019,Vintage Cars,44,S24_2022,UK,Small
10345,43,53.76,1,2311.68,25-11-2019,Vintage Cars,44,S24_2022,France,Small
10356,26,31.86,7,828.36,09-12-2019,Vintage Cars,44,S24_2022,France,Small
10367,28,30.59,12,856.52,12-01-2020,Vintage Cars,44,S24_2022,USA,Small
10380,27,68.35,5,1845.45,16-02-2020,Vintage Cars,44,S24_2022,Spain,Small
10391,24,168.42,1,4042.08,09-03-2020,Vintage Cars,44,S24_2022,Australia,Medium
10421,40,45.7,2,1828,29-05-2020,Vintage Cars,44,S24_2022,USA,Small
10103,36,102.23,1,3680.28,29-01-2018,Trucks and Buses,127,S24_2300,Norway,Medium
10114,21,139.29,5,2925.09,01-04-2018,Trucks and Buses,127,S24_2300,France,Small
10126,27,126.51,1,3415.77,28-05-2018,Trucks and Buses,127,S24_2300,Spain,Medium
10140,47,108.62,1,5105.14,24-07-2018,Trucks and Buses,127,S24_2300,USA,Medium
10151,42,121.4,8,5098.8,21-09-2018,Trucks and Buses,127,S24_2300,Finland,Medium
10165,32,145.68,17,4661.76,22-10-2018,Trucks and Buses,127,S24_2300,Singapore,Medium
10175,28,106.07,6,2969.96,06-11-2018,Trucks and Buses,127,S24_2300,UK,Small
10184,24,145.68,11,3496.32,14-11-2018,Trucks and Buses,127,S24_2300,Spain,Medium
10194,49,117.57,1,5760.93,25-11-2018,Trucks and Buses,127,S24_2300,France,Medium
10207,46,148.24,12,6819.04,09-12-2018,Trucks and Buses,127,S24_2300,USA,Medium
10217,28,112.46,1,3148.88,04-02-2019,Trucks and Buses,127,S24_2300,Singapore,Medium
10229,48,118.84,6,5704.32,11-03-2019,Trucks and Buses,127,S24_2300,USA,Medium
10246,29,121.4,10,3520.6,05-05-2019,Trucks and Buses,127,S24_2300,Spain,Medium
10259,47,112.46,9,5285.62,15-06-2019,Trucks and Buses,127,S24_2300,Singapore,Medium
10271,43,130.35,10,5605.05,20-07-2019,Trucks and Buses,127,S24_2300,USA,Medium
10281,25,111.18,6,2779.5,19-08-2019,Trucks and Buses,127,S24_2300,USA,Small
10291,48,112.46,1,5398.08,08-09-2019,Trucks and Buses,127,S24_2300,Sweden,Medium
10305,24,132.9,10,3189.6,13-10-2019,Trucks and Buses,127,S24_2300,USA,Medium
10313,42,132.9,4,5581.8,22-10-2019,Trucks and Buses,127,S24_2300,Canada,Medium
10324,31,123.24,2,3820.44,05-11-2019,Trucks and Buses,127,S24_2300,USA,Medium
10334,42,131.62,5,5528.04,19-11-2019,Trucks and Buses,127,S24_2300,Sweden,Medium
10348,37,161.66,1,5981.42,01-11-2019,Trucks and Buses,127,S24_2300,Spain,Medium
10358,41,138.65,7,5684.65,10-12-2019,Trucks and Buses,127,S24_2300,Spain,Medium
10371,20,172.47,5,3449.4,23-01-2020,Trucks and Buses,127,S24_2300,USA,Medium
10382,20,132.72,3,2654.4,17-02-2020,Trucks and Buses,127,S24_2300,USA,Small
10412,70,121.4,10,8498,03-05-2020,Trucks and Buses,127,S24_2300,Spain,Large
10425,49,112.46,9,5510.54,31-05-2020,Trucks and Buses,127,S24_2300,France,Medium
10108,35,58.87,15,2060.45,03-03-2018,Motorcycles,69,S24_2360,Philippines,Small
10121,32,76.88,2,2460.16,07-05-2018,Motorcycles,69,S24_2360,France,Small
10135,29,61.64,16,1787.56,02-07-2018,Motorcycles,69,S24_2360,USA,Small
10145,27,60.95,3,1645.65,25-08-2018,Motorcycles,69,S24_2360,USA,Small
10169,38,74.11,11,2816.18,04-11-2018,Motorcycles,69,S24_2360,Australia,Small
10180,35,72.03,6,2521.05,11-11-2018,Motorcycles,69,S24_2360,France,Small
10190,42,76.19,3,3199.98,19-11-2018,Motorcycles,69,S24_2360,Spain,Medium
10211,21,63.72,11,1338.12,15-01-2019,Motorcycles,69,S24_2360,France,Small
10224,37,80.34,4,2972.58,21-02-2019,Motorcycles,69,S24_2360,France,Small
10237,26,79.65,4,2070.9,05-04-2019,Motorcycles,69,S24_2360,USA,Small
10252,47,65.8,8,3092.6,26-05-2019,Motorcycles,69,S24_2360,France,Medium
10264,37,65.1,6,2408.7,30-06-2019,Motorcycles,69,S24_2360,USA,Small
10276,46,75.49,12,3472.54,02-08-2019,Motorcycles,69,S24_2360,USA,Medium
10285,38,59.56,3,2263.28,27-08-2019,Motorcycles,69,S24_2360,USA,Small
10299,33,66.49,6,2194.17,30-09-2019,Motorcycles,69,S24_2360,Finland,Small
10309,24,56.1,2,1346.4,15-10-2019,Motorcycles,69,S24_2360,Norway,Small
10319,31,81.73,7,2533.63,03-11-2019,Motorcycles,69,S24_2360,USA,Small
10330,42,81.03,1,3403.26,16-11-2019,Motorcycles,69,S24_2360,Philippines,Medium
10341,32,103.35,6,3307.2,24-11-2019,Motorcycles,69,S24_2360,Austria,Medium
10355,41,70.65,3,2896.65,07-12-2019,Motorcycles,69,S24_2360,Spain,Small
10363,43,61.23,14,2632.89,06-01-2020,Motorcycles,69,S24_2360,Finland,Small
10375,20,102.3,14,2046,03-02-2020,Motorcycles,69,S24_2360,France,Small
10390,35,65.13,4,2279.55,04-03-2020,Motorcycles,69,S24_2360,USA,Small
10403,27,79.65,4,2150.55,08-04-2020,Motorcycles,69,S24_2360,UK,Small
10110,43,78.15,11,3360.45,18-03-2018,Classic Cars,90,S24_2766,UK,Medium
10124,32,72.7,10,2326.4,21-05-2018,Classic Cars,90,S24_2766,USA,Small
10148,21,73.6,4,1545.6,11-09-2018,Classic Cars,90,S24_2766,Australia,Small
10161,20,107.23,3,2144.6,17-10-2018,Classic Cars,90,S24_2766,Denmark,Small
10172,22,74.51,1,1639.22,05-11-2018,Classic Cars,90,S24_2766,USA,Small
10182,36,73.6,14,2649.6,12-11-2018,Classic Cars,90,S24_2766,USA,Small
10192,46,83.6,2,3845.6,20-11-2018,Classic Cars,90,S24_2766,USA,Medium
10204,47,96.32,8,4527.04,02-12-2018,Classic Cars,90,S24_2766,USA,Medium
10212,45,88.14,1,3966.3,16-01-2019,Classic Cars,90,S24_2766,Spain,Medium
10227,47,88.14,14,4142.58,02-03-2019,Classic Cars,90,S24_2766,France,Medium
10241,47,94.5,6,4441.5,13-04-2019,Classic Cars,90,S24_2766,France,Medium
10267,38,87.24,3,3315.12,07-07-2019,Classic Cars,90,S24_2766,USA,Medium
10279,49,79.97,3,3918.53,09-08-2019,Classic Cars,90,S24_2766,Spain,Medium
10288,35,80.87,9,2830.45,01-09-2019,Classic Cars,90,S24_2766,Singapore,Small
10302,49,108.14,5,5298.86,06-10-2018,Classic Cars,90,S24_2766,UK,Medium
10311,28,93.6,4,2620.8,16-10-2019,Classic Cars,90,S24_2766,Spain,Small
10321,30,72.7,1,2181,04-11-2019,Classic Cars,90,S24_2766,USA,Small
10332,39,86.72,7,3382.08,17-11-2019,Classic Cars,90,S24_2766,UK,Medium
10346,25,115.07,1,2876.75,29-11-2019,Classic Cars,90,S24_2766,USA,Small
10368,40,102.68,2,4107.2,19-01-2020,Classic Cars,90,S24_2766,USA,Medium
10380,36,37.5,6,1350,16-02-2020,Classic Cars,90,S24_2766,Spain,Small
10407,76,94.5,6,7182,22-04-2020,Classic Cars,90,S24_2766,USA,Large
10420,39,100.87,9,3933.93,29-05-2020,Classic Cars,90,S24_2766,Australia,Medium
10104,44,39.6,10,1742.4,31-01-2018,Classic Cars,35,S24_2840,Spain,Small
10114,24,30.06,1,721.44,01-04-2018,Classic Cars,35,S24_2840,France,Small
10127,39,38.19,12,1489.41,03-06-2018,Classic Cars,35,S24_2840,USA,Small
10141,21,42.43,6,891.03,01-08-2018,Classic Cars,35,S24_2840,Finland,Small
10151,30,40.31,4,1209.3,21-09-2018,Classic Cars,35,S24_2840,Finland,Small
10165,27,31.82,13,859.14,22-10-2018,Classic Cars,35,S24_2840,Singapore,Small
10175,37,31.12,2,1151.44,06-11-2018,Classic Cars,35,S24_2840,UK,Small
10184,42,31.82,7,1336.44,14-11-2018,Classic Cars,35,S24_2840,Spain,Small
10195,32,28.29,7,905.28,25-11-2018,Classic Cars,35,S24_2840,USA,Small
10207,42,29.7,8,1247.4,09-12-2018,Classic Cars,35,S24_2840,USA,Small
10219,21,40.31,3,846.51,10-02-2019,Classic Cars,35,S24_2840,USA,Small
10229,33,32.88,2,1085.04,11-03-2019,Classic Cars,35,S24_2840,USA,Small
10246,49,36.07,6,1767.43,05-05-2019,Classic Cars,35,S24_2840,Spain,Small
10259,31,33.24,5,1030.44,15-06-2019,Classic Cars,35,S24_2840,Singapore,Small
10271,38,41.72,6,1585.36,20-07-2019,Classic Cars,35,S24_2840,USA,Small
10281,20,40.66,2,813.2,19-08-2019,Classic Cars,35,S24_2840,USA,Small
10292,39,30.06,9,1172.34,08-09-2019,Classic Cars,35,S24_2840,USA,Small
10305,48,31.47,6,1510.56,13-10-2019,Classic Cars,35,S24_2840,USA,Small
10314,39,37.13,15,1448.07,22-10-2019,Classic Cars,35,S24_2840,Denmark,Small
10324,30,111.27,9,3338.1,05-11-2019,Classic Cars,35,S24_2840,USA,Medium
10335,33,37.13,2,1225.29,19-11-2019,Classic Cars,35,S24_2840,USA,Small
10349,36,37.13,3,1336.68,01-12-2019,Classic Cars,35,S24_2840,USA,Small
10358,36,82.94,4,2985.84,10-12-2019,Classic Cars,35,S24_2840,Spain,Small
10371,45,123.24,8,5545.8,23-01-2020,Classic Cars,35,S24_2840,USA,Medium
10383,40,152.24,3,6089.6,22-02-2020,Classic Cars,35,S24_2840,Spain,Medium
10394,46,38.9,6,1789.4,15-03-2020,Classic Cars,35,S24_2840,Spain,Small
10412,30,36.07,6,1082.1,03-05-2020,Classic Cars,35,S24_2840,Spain,Small
10425,31,33.24,5,1030.44,31-05-2020,Classic Cars,35,S24_2840,France,Small
10106,49,74.68,13,3659.32,17-02-2018,Planes,68,S24_2841,Italy,Medium
10119,41,59.6,4,2443.6,28-04-2018,Planes,68,S24_2841,Austria,Small
10131,35,67.14,5,2349.9,16-06-2018,Planes,68,S24_2841,USA,Small
10143,27,60.97,8,1646.19,10-08-2018,Planes,68,S24_2841,USA,Small
10155,23,72.62,6,1670.26,06-10-2018,Planes,68,S24_2841,Finland,Small
10167,21,69.88,2,1467.48,23-10-2018,Planes,68,S24_2841,Sweden,Small
10178,34,80.84,5,2748.56,08-11-2018,Planes,68,S24_2841,France,Small
10186,22,69.2,2,1522.4,14-11-2018,Planes,68,S24_2841,UK,Small
10198,48,67.82,5,3255.36,27-11-2018,Planes,68,S24_2841,Philippines,Medium
10222,32,81.53,5,2608.96,19-02-2019,Planes,68,S24_2841,USA,Small
10249,20,67.82,1,1356.4,08-05-2019,Planes,68,S24_2841,USA,Small
